"BSM","Black Stone Minerals, L.P.","6.94","$1.43B","2015","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/bsm",""
"BB","BlackBerry Limited","4.93","$2.74B","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/bb",""
"BGIO","BlackRock 2022 Global Income Opportunity Trust","8.56","$189.58M","2017","n/a","n/a","https://old.nasdaq.com/symbol/bgio",""
"BFZ","BlackRock California Municipal Income Trust","13.4","$422.78M","2001","n/a","n/a","https://old.nasdaq.com/symbol/bfz",""
"BCAT","BlackRock Capital Allocation Trust","20.6","$2.06B","2020","n/a","n/a","https://old.nasdaq.com/symbol/bcat",""
"CII","Blackrock Capital and Income Strategies Fund Inc","16.12","$711.24M","2004","n/a","n/a","https://old.nasdaq.com/symbol/cii",""
"BHK","Blackrock Core Bond Trust","15.65","$844.08M","2001","n/a","n/a","https://old.nasdaq.com/symbol/bhk",""
"HYT","Blackrock Corporate High Yield Fund, Inc.","11.2","$1.37B","2003","n/a","n/a","https://old.nasdaq.com/symbol/hyt",""
"BTZ","BlackRock Credit Allocation Income Trust","14.09","$1.32B","2006","n/a","n/a","https://old.nasdaq.com/symbol/btz",""
"DSU","Blackrock Debt Strategies Fund, Inc.","9.93","$464.56M","1998","n/a","n/a","https://old.nasdaq.com/symbol/dsu",""
"BGR","BlackRock Energy and Resources Trust","6.43","$191.78M","2004","n/a","n/a","https://old.nasdaq.com/symbol/bgr",""
"BDJ","Blackrock Enhanced Equity Dividend Trust","7.56","$1.42B","2005","n/a","n/a","https://old.nasdaq.com/symbol/bdj",""
"EGF","Blackrock Enhanced Government Fund, Inc","13.05","$61.79M","2005","n/a","n/a","https://old.nasdaq.com/symbol/egf",""
"FRA","Blackrock Floating Rate Income Strategies Fund Inc","11.78","$420.32M","2003","n/a","n/a","https://old.nasdaq.com/symbol/fra",""
"BFO","Blackrock Florida Municipal 2020 Term Trust","14.74","$78.19M","2003","n/a","n/a","https://old.nasdaq.com/symbol/bfo",""
"BGT","Blackrock Global","11.57","$261.5M","2004","n/a","n/a","https://old.nasdaq.com/symbol/bgt",""
"BOE","Blackrock Global","10.06","$653.72M","2005","n/a","n/a","https://old.nasdaq.com/symbol/boe",""
"BME","Blackrock Health Sciences Trust","44.49","$512.37M","2005","n/a","n/a","https://old.nasdaq.com/symbol/bme",""
"BMEZ","BlackRock Health Sciences Trust II","25.37","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/bmez",""
"BAF","BlackRock Income Investment Quality Trust","14.45","$126.43M","2002","n/a","n/a","https://old.nasdaq.com/symbol/baf",""
"BKT","BlackRock Income Trust Inc. (The)","6.08","$387.89M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bkt",""
"BGY","BLACKROCK INTERNATIONAL, LTD.","5.52","$579.4M","2007","n/a","n/a","https://old.nasdaq.com/symbol/bgy",""
"BKN","BlackRock Investment Quality Municipal Trust Inc. (The)","16.41","$282.02M","1993","n/a","n/a","https://old.nasdaq.com/symbol/bkn",""
"BTA","BlackRock Long-Term Municipal Advantage Trust","12.12","$162.72M","2006","n/a","n/a","https://old.nasdaq.com/symbol/bta",""
"BZM","BlackRock Maryland Municipal Bond Trust","14.4","$29.99M","2002","n/a","n/a","https://old.nasdaq.com/symbol/bzm",""
"MHE","BlackRock Massachusetts Tax-Exempt Trust","13.54","$32.1M","1993","n/a","n/a","https://old.nasdaq.com/symbol/mhe",""
"BIT","BlackRock Multi-Sector Income Trust","16.34","$613.36M","2013","n/a","n/a","https://old.nasdaq.com/symbol/bit",""
"MUI","Blackrock Muni Intermediate Duration Fund Inc","14.22","$544.57M","2003","n/a","n/a","https://old.nasdaq.com/symbol/mui",""
"MUA","Blackrock MuniAssets Fund, Inc.","13.85","$500.13M","1993","n/a","n/a","https://old.nasdaq.com/symbol/mua",""
"BKK","Blackrock Municipal 2020 Term Trust","15.02","$303.95M","2003","n/a","n/a","https://old.nasdaq.com/symbol/bkk",""
"BBK","Blackrock Municipal Bond Trust","15.79","$166.16M","2002","n/a","n/a","https://old.nasdaq.com/symbol/bbk",""
"BBF","BlackRock Municipal Income Investment Trust","13.11","$134.15M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bbf",""
"BYM","Blackrock Municipal Income Quality Trust","14.42","$380.78M","2002","n/a","n/a","https://old.nasdaq.com/symbol/bym",""
"BFK","BlackRock Municipal Income Trust","14.32","$641.98M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bfk",""
"BLE","BlackRock Municipal Income Trust II","15.02","$353.84M","2002","n/a","n/a","https://old.nasdaq.com/symbol/ble",""
"BTT","BlackRock Municipal Target Term Trust Inc. (The)","25.17","$1.77B","2012","n/a","n/a","https://old.nasdaq.com/symbol/btt",""
"MEN","Blackrock MuniEnhanced Fund, Inc.","11.58","$343.71M","1989","n/a","n/a","https://old.nasdaq.com/symbol/men",""
"MUC","Blackrock MuniHoldings California Quality Fund,  Inc.","14.5","$594.54M","1998","n/a","n/a","https://old.nasdaq.com/symbol/muc",""
"MUH","Blackrock MuniHoldings Fund II, Inc.","14.75","$167.21M","1998","n/a","n/a","https://old.nasdaq.com/symbol/muh",""
"MHD","Blackrock MuniHoldings Fund, Inc.","15.75","$223.8M","1997","n/a","n/a","https://old.nasdaq.com/symbol/mhd",""
"MFL","Blackrock MuniHoldings Investment Quality Fund","13.51","$511.98M","1997","n/a","n/a","https://old.nasdaq.com/symbol/mfl",""
"MUJ","Blackrock MuniHoldings New Jersey Insured Fund, Inc.","13.9","$418.21M","1998","n/a","n/a","https://old.nasdaq.com/symbol/muj",""
"MHN","Blackrock MuniHoldings New York Quality Fund, Inc.","13.65","$424.95M","1997","n/a","n/a","https://old.nasdaq.com/symbol/mhn",""
"MUE","Blackrock MuniHoldings Quality Fund II, Inc.","12.9","$290.52M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mue",""
"MUS","Blackrock MuniHoldings Quality Fund, Inc.","12.93","$168.33M","1998","n/a","n/a","https://old.nasdaq.com/symbol/mus",""
"MVT","Blackrock MuniVest Fund II, Inc.","14.36","$306.44M","1993","n/a","n/a","https://old.nasdaq.com/symbol/mvt",""
"MYC","Blackrock MuniYield California Fund, Inc.","14.13","$302.66M","1992","n/a","n/a","https://old.nasdaq.com/symbol/myc",""
"MCA","Blackrock MuniYield California Insured Fund, Inc.","14.65","$504.04M","1992","n/a","n/a","https://old.nasdaq.com/symbol/mca",""
"MYD","Blackrock MuniYield Fund, Inc.","13.65","$640.45M","1991","n/a","n/a","https://old.nasdaq.com/symbol/myd",""
"MYF","Blackrock MuniYield Investment Fund","13.8","$189.25M","1992","n/a","n/a","https://old.nasdaq.com/symbol/myf",""
"MFT","Blackrock MuniYield Investment QualityFund","13.74","$116.5M","1992","n/a","n/a","https://old.nasdaq.com/symbol/mft",""
"MIY","Blackrock MuniYield Michigan Quality Fund, Inc.","13.94","$411.36M","1992","n/a","n/a","https://old.nasdaq.com/symbol/miy",""
"MYJ","Blackrock MuniYield New Jersey Fund, Inc.","13.9","$335.8M","1992","n/a","n/a","https://old.nasdaq.com/symbol/myj",""
"MYN","Blackrock MuniYield New York Quality Fund, Inc.","13.15","$520.56M","1992","n/a","n/a","https://old.nasdaq.com/symbol/myn",""
"MPA","Blackrock MuniYield Pennsylvania Quality Fund","14.05","$186.98M","1992","n/a","n/a","https://old.nasdaq.com/symbol/mpa",""
"MQT","Blackrock MuniYield Quality Fund II, Inc.","13.33","$300.7M","1992","n/a","n/a","https://old.nasdaq.com/symbol/mqt",""
"MYI","Blackrock MuniYield Quality Fund III, Inc.","13.75","$937.07M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/myi",""
"MQY","Blackrock MuniYield Quality Fund, Inc.","16.42","$504.52M","1992","n/a","n/a","https://old.nasdaq.com/symbol/mqy",""
"BNY","BlackRock New York Investment Quality Municipal Trust Inc. (Th","13.83","$179.46M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bny",""
"BSE","Blackrock New York Municipal Income Quality Trust","13.19","$85.99M","2002","n/a","n/a","https://old.nasdaq.com/symbol/bse",""
"BFY","BlackRock New York Municipal Income Trust II","14.12","$70.67M","2002","n/a","n/a","https://old.nasdaq.com/symbol/bfy",""
"BCX","BlackRock Resources","6.24","$562.07M","2011","n/a","n/a","https://old.nasdaq.com/symbol/bcx",""
"BST","BlackRock Science and Technology Trust","46.68","$1.13B","2014","n/a","n/a","https://old.nasdaq.com/symbol/bst",""
"BSTZ","BlackRock Science and Technology Trust II","29.17","$2.28B","2019","n/a","n/a","https://old.nasdaq.com/symbol/bstz",""
"BSD","BlackRock Strategic Municipal Trust Inc. (The)","13.61","$99.46M","1999","n/a","n/a","https://old.nasdaq.com/symbol/bsd",""
"BUI","BlackRock Utility, Infrastructure & Power Opportun","23.15","$410.71M","2011","n/a","n/a","https://old.nasdaq.com/symbol/bui",""
"BHV","BlackRock Virginia Municipal Bond Trust","16.48","$26.5M","2002","n/a","n/a","https://old.nasdaq.com/symbol/bhv",""
"BLK","BlackRock, Inc.","666.02","$101.58B","1999","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/blk",""
"BGB","Blackstone / GSO Strategic Credit Fund","12.13","$541.78M","2012","n/a","n/a","https://old.nasdaq.com/symbol/bgb",""
"BGX","Blackstone GSO Long Short Credit Income Fund","12.95","$164.57M","2011","n/a","n/a","https://old.nasdaq.com/symbol/bgx",""
"BSL","Blackstone GSO Senior Floating Rate Term Fund","13.84","$202.94M","2010","n/a","n/a","https://old.nasdaq.com/symbol/bsl",""
"BE","Bloom Energy Corporation","15.53","$2.57B","2018","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/be",""
"APRN","Blue Apron Holdings, Inc.","5.27","$93.2M","2017","Consumer Services","Catalog/Specialty Distribution","https://old.nasdaq.com/symbol/aprn",""
"BXG","Bluegreen Vacations Corporation","5.95","$431.28M","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/bxg",""
"BVH","Bluegreen Vacations Holding Corporation","10.8","$208.63M","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/bvh",""
"BXC","BlueLinx Holdings Inc.","21.98","$207.96M","2004","Capital Goods","Wholesale Distributors","https://old.nasdaq.com/symbol/bxc",""
"BOAC.U","Bluescape Opportunities Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/boac.u",""
"DCF","BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund","7.93","$118.66M","2017","n/a","n/a","https://old.nasdaq.com/symbol/dcf",""
"DHF","BNY Mellon High Yield Strategies Fund","2.79","$202.85M","1998","n/a","n/a","https://old.nasdaq.com/symbol/dhf",""
"DMB","BNY Mellon Municipal Bond Infrastructure Fund, Inc","13.57","$249.52M","2013","n/a","n/a","https://old.nasdaq.com/symbol/dmb",""
"DSM","BNY Mellon Strategic Municipal Bond Fund, Inc.","7.58","$374.62M","1989","n/a","n/a","https://old.nasdaq.com/symbol/dsm",""
"LEO","BNY Mellon Strategic Municipals, Inc.","8.34","$518.83M","1987","n/a","n/a","https://old.nasdaq.com/symbol/leo",""
"BA","Boeing Company (The)","179.36","$101.25B","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/ba",""
"BCC","Boise Cascade, L.L.C.","39.85","$1.56B","2013","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/bcc",""
"BCEI","Bonanza Creek Energy, Inc.","19.71","$410.65M","2017","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/bcei",""
"BOOT","Boot Barn Holdings, Inc.","41.62","$1.2B","2014","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/boot",""
"BAH","Booz Allen Hamilton Holding Corporation","86.46","$11.92B","2010","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/bah",""
"BQ","Boqii Holding Limited","4.64","$421.09M","2020","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/bq",""
"BWA","BorgWarner Inc.","37.99","$9.29B","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/bwa",""
"BORR","Borr Drilling Limited","0.575","$120.09M","2019","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/borr",""
"SAM","Boston Beer Company, Inc. (The)","949.6","$11.63B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/sam",""
"BXP","Boston Properties, Inc.","88.77","$13.82B","1997","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bxp",""
"BXP^B","Boston Properties, Inc.","25.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bxp^b",""
"BSX","Boston Scientific Corporation","38.21","$54.71B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/bsx",""
"BSX^A","Boston Scientific Corporation","112.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsx^a",""
"BOX","Box, Inc.","16.93","$2.65B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/box",""
"BYD","Boyd Gaming Corporation","34.09","$3.8B","1993","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/byd",""
"BPMP","BP Midstream Partners LP","10.49","$1.1B","2017","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/bpmp",""
"BP","BP p.l.c.","18.08","$61.07B","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/bp",""
"BPT","BP Prudhoe Bay Royalty Trust","1.51","$32.31M","n/a","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/bpt",""
"BRC","Brady Corporation","42.23","$2.2B","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://old.nasdaq.com/symbol/brc",""
"BHR","Braemar Hotels & Resorts Inc.","3.65","$122.38M","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bhr",""
"BHR^B","Braemar Hotels & Resorts Inc.","14.19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bhr^b",""
"BHR^D","Braemar Hotels & Resorts Inc.","17.088","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bhr^d",""
"BDN","Brandywine Realty Trust","9.7","$1.65B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bdn",""
"BWG","BrandywineGLOBAL Global Income Opportunities Fund ","11.42","$239.7M","2012","n/a","n/a","https://old.nasdaq.com/symbol/bwg",""
"LND","Brasilagro Cia Brasileira De Propriedades Agricolas","4.18","$248.05M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/lnd",""
"BAK","Braskem S.A.","8.98","$3.57B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/bak",""
"BRFS","BRF S.A.","3.47","$2.8B","n/a","Consumer Non-Durables","Meat/Poultry/Fish","https://old.nasdaq.com/symbol/brfs",""
"MNRL","Brigham Minerals, Inc.","10.35","$584.6M","2019","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mnrl",""
"BFAM","Bright Horizons Family Solutions Inc.","173.01","$10.45B","2013","Miscellaneous","Other Consumer Services","https://old.nasdaq.com/symbol/bfam",""
"BEDU","Bright Scholar Education Holdings Limited","6.46","$778.75M","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/bedu",""
"BSA","BrightSphere Investment Group Inc.","25.27","n/a","2016","Finance","Investment Managers","https://old.nasdaq.com/symbol/bsa",""
"BSIG","BrightSphere Investment Group Inc.","16.06","$1.29B","2014","Finance","Investment Managers","https://old.nasdaq.com/symbol/bsig",""
"BV","BrightView Holdings, Inc.","13.94","$1.46B","2018","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/bv",""
"EAT","Brinker International, Inc.","50.07","$2.27B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/eat",""
"BCO","Brink&#39;s Company (The)","53.61","$2.65B","n/a","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/bco",""
"BMY","Bristol-Myers Squibb Company","64.08","$144.8B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bmy",""
"BMY~","Bristol-Myers Squibb Company","1.44","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bmy~",""
"VTOL","Bristow Group, Inc.","22.94","$681.57M","n/a","Transportation","Transportation Services","https://old.nasdaq.com/symbol/vtol",""
"BTI","British American Tobacco p.l.c.","33.55","$76.97B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/bti",""
"BRX","Brixmor Property Group Inc.","14.23","$4.22B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/brx",""
"BRMK","Broadmark Realty Capital Inc.","10.11","$1.34B","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/brmk",""
"BR","Broadridge Financial Solutions, Inc.","146.88","$16.98B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/br",""
"BSN","Broadstone Acquisition Corp.","9.6208","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/bsn",""
"BSN.U","Broadstone Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/bsn.u",""
"BSN.WS","Broadstone Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bsn.ws",""
"BNL","Broadstone Net Lease, Inc.","16.74","$2.42B","2020","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bnl",""
"BKD","Brookdale Senior Living Inc.","3.9","$714.64M","2005","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/bkd",""
"BAM","Brookfield Asset Management Inc","35.8","$56.39B","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/bam",""
"BBU","Brookfield Business Partners L.P.","33.55","$2.68B","2016","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/bbu",""
"DTLA^","Brookfield DTLA Inc.","13.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dtla^",""
"BAMH","Brookfield Finance Inc.","25.08","n/a","2020","Consumer Services","Building operators","https://old.nasdaq.com/symbol/bamh",""
"BIPC","Brookfield Infrastructure Corporation","64.57","$2.91B","2020","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/bipc",""
"BIP","Brookfield Infrastructure Partners LP","49.73","$14.68B","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/bip",""
"BIP^A","Brookfield Infrastructure Partners LP","25.93","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bip^a",""
"RA","Brookfield Real Assets Income Fund Inc.","16.73","$734.28M","2016","n/a","n/a","https://old.nasdaq.com/symbol/ra",""
"BEPC","Brookfield Renewable Corporation","72.83","$17.57B","2020","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/bepc",""
"BEP","Brookfield Renewable Partners L.P.","59.73","$10.94B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/bep",""
"BEP^A","Brookfield Renewable Partners L.P.","26.805","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bep^a",""
"BRO","Brown & Brown, Inc.","45.92","$13.04B","n/a","Finance","Specialty Insurers","https://old.nasdaq.com/symbol/bro",""
"BF.A","Brown Forman Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bf.a",""
"BF.B","Brown Forman Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bf.b",""
"BRT","BRT Apartments Corp.","13.07","$214.77M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/brt",""
"BC","Brunswick Corporation","64.18","$5.03B","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bc",""
"BC^A","Brunswick Corporation","27.49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bc^a",""
"BC^B","Brunswick Corporation","27.73","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bc^b",""
"BC^C","Brunswick Corporation","28.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bc^c",""
"BKE","Buckle, Inc. (The)","29.2","$1.44B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/bke",""
"BVN","Buenaventura Mining Company Inc.","12.91","$3.28B","1996","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/bvn",""
"BBW","Build-A-Bear Workshop, Inc.","3.95","$61.59M","2004","Consumer Services","Recreational Products/Toys","https://old.nasdaq.com/symbol/bbw",""
"BG","Bunge Limited","56.85","$7.94B","2001","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/bg",""
"BUR","Burford Capital Limited","9.8","$2.15B","2020","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/bur",""
"BURL","Burlington Stores, Inc.","236.4","$15.64B","2013","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/burl",""
"BWXT","BWX Technologies, Inc.","54.37","$5.18B","n/a","Energy","Industrial Machinery/Components","https://old.nasdaq.com/symbol/bwxt",""
"BY","Byline Bancorp, Inc.","15.55","$599.75M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/by",""
"CABO","Cable One, Inc.","1891.99","$11.39B","2015","Consumer Services","Television Services","https://old.nasdaq.com/symbol/cabo",""
"CBT","Cabot Corporation","42.9","$2.42B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/cbt",""
"COG","Cabot Oil & Gas Corporation","16.65","$6.64B","1990","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cog",""
"CACI","CACI International, Inc.","234.24","$5.91B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/caci",""
"WHD","Cactus, Inc.","23.7","$1.79B","2018","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/whd",""
"CADE","Cadence Bancorporation","13.55","$1.71B","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/cade",""
"CAE","CAE Inc","21.41","$5.69B","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cae",""
"CAI","CAI International, Inc.","29.77","$528.19M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/cai",""
"CAI^A","CAI International, Inc.","24.945","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cai^a",""
"CAI^B","CAI International, Inc.","24.8092","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cai^b",""
"CAL","Caleres, Inc.","10.33","$391.63M","n/a","Consumer Non-Durables","Shoe Manufacturing","https://old.nasdaq.com/symbol/cal",""
"CRC","California Resources Corporation","12.53","$619.65M","2020","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/crc",""
"CWT","California Water  Service Group Holding","50.63","$2.5B","n/a","Public Utilities","Water Supply","https://old.nasdaq.com/symbol/cwt",""
"CALX","Calix, Inc","24.39","$1.51B","2010","Consumer Services","Telecommunications Equipment","https://old.nasdaq.com/symbol/calx",""
"ELY","Callaway Golf Company","18.58","$1.75B","1992","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/ely",""
"CPE","Callon Petroleum Company","7.23","$287.41M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cpe",""
"CPT","Camden Property Trust","98.6","$9.6B","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cpt",""
"CCJ","Cameco Corporation","9.52","$3.77B","1996","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ccj",""
"CPB","Campbell Soup Company","46.12","$13.94B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/cpb",""
"CWH","Camping World Holdings, Inc.","24.22","$2.15B","2016","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/cwh",""
"GOOS","Canada Goose Holdings Inc.","34.89","$3.84B","2017","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/goos",""
"CM","Canadian Imperial Bank of Commerce","78.5","$35.01B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/cm",""
"CNI","Canadian National Railway Company","107.92","$76.64B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/cni",""
"CNQ","Canadian Natural Resources Limited","20.01","$23.63B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cnq",""
"CP","Canadian Pacific Railway Limited","325.36","$43.76B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/cp",""
"CANG","Cango Inc.","5.5601","$839.43M","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/cang",""
"CNNE","Cannae Holdings, Inc.","40.25","$3.69B","2017","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/cnne",""
"CAJ","Canon, Inc.","18.33","$19.17B","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/caj",""
"CGC","Canopy Growth Corporation","24.58","$9.13B","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/cgc",""
"CMD","Cantel Medical Corp.","57.01","$2.4B","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/cmd",""
"COF","Capital One Financial Corporation","86.95","$39.77B","1994","Finance","Major Banks","https://old.nasdaq.com/symbol/cof",""
"COF^F","Capital One Financial Corporation","25.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^f",""
"COF^G","Capital One Financial Corporation","25.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^g",""
"COF^H","Capital One Financial Corporation","26.63","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^h",""
"COF^I","Capital One Financial Corporation","25.82","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^i",""
"COF^J","Capital One Financial Corporation","25.03","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^j",""
"COF^K","Capital One Financial Corporation","25.41","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cof^k",""
"CSU","Capital Senior Living Corporation","0.6186","$19.44M","1997","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/csu",""
"BXMT","Capital Trust, Inc.","24.64","$3.6B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/bxmt",""
"CPRI","Capri Holdings Limited","27","$4.07B","2011","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/cpri",""
"CPSR","Capstar Special Purpose Acquisition Corp.","9.71","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/cpsr",""
"CPSR.U","Capstar Special Purpose Acquisition Corp.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/cpsr.u",""
"CPSR.WS","Capstar Special Purpose Acquisition Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cpsr.ws",""
"CMO","Capstead Mortgage Corporation","5.24","$505.56M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cmo",""
"CMO^E","Capstead Mortgage Corporation","23.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cmo^e",""
"CAH","Cardinal Health, Inc.","55.41","$16.26B","n/a","Health Care","Other Pharmaceuticals","https://old.nasdaq.com/symbol/cah",""
"CSL","Carlisle Companies Incorporated","142.97","$7.63B","n/a","Basic Industries","Specialty Chemicals","https://old.nasdaq.com/symbol/csl",""
"KMX","CarMax Inc","95.97","$15.75B","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/kmx",""
"CCL","Carnival Corporation","19.25","$17.39B","1987","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/ccl",""
